id,vi_audio,en_audio,vi_duration_s,en_duration_s,text_vi,text_en
118,remote_dataset/fleurs_vi_en/train/vi/vi_00118.wav,remote_dataset/fleurs_vi_en/train/en/en_00118.wav,10.86,10.26,enceladus là vật thể phản chiếu ánh sáng tốt nhất trong thái dương hệ phản chiếu khoảng 90% ánh sáng mặt trời chiếu vào nó,enceladus is the most reflective object in the solar system reflecting about 90% of the sunlight that hits it
119,remote_dataset/fleurs_vi_en/train/vi/vi_00119.wav,remote_dataset/fleurs_vi_en/train/en/en_00119.wav,10.80,10.68,nhà phát hành game konami hôm nay đã tuyên bố trên một tờ báo nhật bản rằng họ sẽ không phát hành game sáu ngày ở fallujah,the game publisher konami stated today in a japanese newspaper that they will not be releasing the game six days in fallujah
120,remote_dataset/fleurs_vi_en/train/vi/vi_00120.wav,remote_dataset/fleurs_vi_en/train/en/en_00120.wav,8.82,9.48,trò chơi dựa trên trận chiến thứ hai ở fallujah một trận chiến tàn khốc giữa quân đội mỹ và iraq,the game is based on the second battle of fallujah a vicious battle between american and iraqi forces
121,remote_dataset/fleurs_vi_en/train/vi/vi_00121.wav,remote_dataset/fleurs_vi_en/train/en/en_00121.wav,12.42,13.92,acma cũng kết luận rằng mặc dù đoạn video được chiếu trực tiếp trên internet nhưng big brother đã không vi phạm luật kiểm duyệt nội dung trên mạng do nội dung này không lưu trữ trên trang web của big brother,the acma also found that despite the video being streamed on the internet big brother had not breached online content censorship laws as the media had not been stored on big brother's website
122,remote_dataset/fleurs_vi_en/train/vi/vi_00122.wav,remote_dataset/fleurs_vi_en/train/en/en_00122.wav,8.94,10.86,dịch vụ truyền thông hành động cung cấp quy định về nội dung internet tuy nhiên để được xem là nội dung internet nó phải nằm trên một máy chủ,the broadcasting services act provides for the regulation of internet content however to be considered internet content it must physically reside on a server
123,remote_dataset/fleurs_vi_en/train/vi/vi_00123.wav,remote_dataset/fleurs_vi_en/train/en/en_00123.wav,15.96,14.40,đại sứ quán mỹ tại nairobi kenya đã phát đi cảnh báo rằng những kẻ cực đoan từ somali đang lên kế hoạch thực hiện các cuộc tấn công liều chết bằng bom tại kenya và ethiopia,the united states embassy located in nairobi kenya has issued a warning that extremists from somalia are planning to launch suicide bomb attacks in kenya and ethiopia
124,remote_dataset/fleurs_vi_en/train/vi/vi_00124.wav,remote_dataset/fleurs_vi_en/train/en/en_00124.wav,15.12,12.72,mỹ nói đã nhận được thông tin từ một nguồn không được tiết lộ trong đó đề cập cụ thể việc sử dụng những kẻ đánh bom tự sát để thổi bay các địa danh nổi tiếng tại ethiopia và kenya,the u.s. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up prominent landmarks in ethiopia and kenya
125,remote_dataset/fleurs_vi_en/train/vi/vi_00125.wav,remote_dataset/fleurs_vi_en/train/en/en_00125.wav,17.88,13.32,rất lâu trước the daily show và the colbert report từ khi còn là sinh viên tại uw vào năm 1988 heck và johnson đã nghĩ đến việc xuất bản tác phẩm nhại lại các tin tức và việc đưa tin tức,long before the daily show and the colbert report heck and johnson envisioned a publication that would parody the news-and news reporting-when they were students at uw in 1988
126,remote_dataset/fleurs_vi_en/train/vi/vi_00126.wav,remote_dataset/fleurs_vi_en/train/en/en_00126.wav,18.24,19.74,sau khởi đầu the onion trở thành đế chế tin tức trào phúng thực sự với một phiên bản in một trang mạng có 5.000.000 độc giả vào tháng mười quảng cáo cá nhân và một mạng lưới tin tức 24 giờ podcast và tập bản đồ thế giới mới ra mắt có tên our dumb world,"since its inception the onion has become a veritable news parody empire with a print edition a website that drew 5,000,000 unique visitors in the month of october personal ads a 24 hour news network podcasts and a recently launched world atlas called our dumb world"
127,remote_dataset/fleurs_vi_en/train/vi/vi_00127.wav,remote_dataset/fleurs_vi_en/train/en/en_00127.wav,18.72,15.60,al gore và tướng tommy franks đột nhiên đọc một mạch các tiêu đề yêu thích tiêu đề của gore là khi the onion đưa tin ông và tipper đang có đời sống tình dục tuyệt vời nhất của cuộc đời sau khi thua cuộc trong cuộc bầu cử của cử tri đoàn 2000,al gore and general tommy franks casually rattle off their favorite headlines gore's was when the onion reported he and tipper were having the best sex of their lives after his 2000 electoral college defeat
128,remote_dataset/fleurs_vi_en/train/vi/vi_00128.wav,remote_dataset/fleurs_vi_en/train/en/en_00128.wav,9.36,7.92,nhiều nhà văn vẫn có tầm ảnh hưởng lớn trong chương trình phóng tác tin tức của jon stewart và stephen colbert,many of their writers have gone on to wield great influence on jon stewart and stephen colbert's news parody shows
129,remote_dataset/fleurs_vi_en/train/vi/vi_00129.wav,remote_dataset/fleurs_vi_en/train/en/en_00129.wav,13.68,12.48,sự kiện nghệ thuật này cũng là một phần trong chương trình vận động của tòa thị chính bucharest nhằm khôi phục hình ảnh của thành phố thủ đô romania như là một đô thị sáng tạo và nhiều màu sắc,the artistic event is also part of a campaign by the bucharest city hall that seeks to relaunch the image of the romanian capital as a creative and colourful metropolis
130,remote_dataset/fleurs_vi_en/train/vi/vi_00130.wav,remote_dataset/fleurs_vi_en/train/en/en_00130.wav,13.44,9.48,thành phố sẽ là thành phố đầu tiên ở đông nam châu âu tổ chức cowparade sự kiện nghệ thuật cộng đồng lớn nhất thế giới vào giữa tháng sáu và tháng tám năm nay,the city will be the first in southeastern europe to host cowparade the world's largest public art event between june and august this year
131,remote_dataset/fleurs_vi_en/train/vi/vi_00131.wav,remote_dataset/fleurs_vi_en/train/en/en_00131.wav,9.96,8.34,tuyên bố hôm nay cũng mở rộng cam kết mà chính phủ đã đưa ra vào tháng ba năm nay về việc tài trợ cho các toa dư thừa,today's announcement also extended the government's commitment made in march of this year to fund extra carriages
132,remote_dataset/fleurs_vi_en/train/vi/vi_00132.wav,remote_dataset/fleurs_vi_en/train/en/en_00132.wav,6.78,6.86,300 toa xe được bổ sung nâng tổng số lên 1300 toa xe được trang bị để giảm quá tải,"an additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding"
133,remote_dataset/fleurs_vi_en/train/vi/vi_00133.wav,remote_dataset/fleurs_vi_en/train/en/en_00133.wav,11.82,11.04,christopher garcia phát ngôn viên sở cảnh sát los angeles cho biết người đàn ông bị tình nghi phạm tội đang bị điều tra về tội xâm phạm hơn là phá hoại,christopher garcia a spokesperson of the los angeles police department said the suspected male offender is being investigated for trespassing rather than vandalism
134,remote_dataset/fleurs_vi_en/train/vi/vi_00134.wav,remote_dataset/fleurs_vi_en/train/en/en_00134.wav,12.96,13.98,dấu hiệu này không bị hư hỏng bề ngoài điều chỉnh được thực hiện sử dụng vải dầu đen được trang trí với các biểu tượng hòa bình và trái tim để biến chữ o thành chữ e viết thường,the sign was not physically damaged the modification was done using black tarpaulins decorated with signs of peace and heart to alter the o to read lowercase e
135,remote_dataset/fleurs_vi_en/train/vi/vi_00135.wav,remote_dataset/fleurs_vi_en/train/en/en_00135.wav,10.56,10.20,nguyên nhân gây ra thủy triều đỏ là nồng độ cao hơn bình thường của tảo karenia brevis một sinh vật biển đơn bào xuất hiện tự nhiên,red tide is caused by a higher than normal concentration of karenia brevis a naturally-occurring single-celled marine organism
136,remote_dataset/fleurs_vi_en/train/vi/vi_00136.wav,remote_dataset/fleurs_vi_en/train/en/en_00136.wav,8.64,8.88,các yếu tố tự nhiên giao hòa tạo nên điều kiện lý tưởng để số lượng loài tảo này tăng lên đáng kể,natural factors can intersect to produce ideal conditions allowing this algae to increase in number dramatically
137,remote_dataset/fleurs_vi_en/train/vi/vi_00137.wav,remote_dataset/fleurs_vi_en/train/en/en_00137.wav,7.68,6.48,loài tảo này sản sinh ra độc tố thần kinh có thể vô hiệu hóa chức năng thần kinh ở cả con người và cá,the algae produces a neurotoxin that can disable nerves in both humans and fish
138,remote_dataset/fleurs_vi_en/train/vi/vi_00138.wav,remote_dataset/fleurs_vi_en/train/en/en_00138.wav,5.10,6.48,cá thường chết vì nồng độ độc tố cao trong nước,fish often die because of the high concentrations of the toxin in the waters
139,remote_dataset/fleurs_vi_en/train/vi/vi_00139.wav,remote_dataset/fleurs_vi_en/train/en/en_00139.wav,8.28,7.80,con người có thể bị ảnh hưởng khi hít phải hơi nước bị nhiễm độc do gió và sóng đưa vào trong không khí,humans can be affected by breathing affected water taken into the air by wind and waves
140,remote_dataset/fleurs_vi_en/train/vi/vi_00140.wav,remote_dataset/fleurs_vi_en/train/en/en_00140.wav,16.32,13.80,lúc đỉnh điểm bão gonu đặt tên theo túi lá cọ trong ngôn ngữ maldives đạt sức gió lên tới 240 kilomet trên giờ 149 dặm trên giờ,at its peak tropical cyclone gonu named for a bag of palm leaves in the language of the maldives reached sustained winds of 240 kilometers an hour 149 miles per hour
141,remote_dataset/fleurs_vi_en/train/vi/vi_00141.wav,remote_dataset/fleurs_vi_en/train/en/en_00141.wav,8.40,6.60,tới sáng nay tốc độ gió khoảng 83 km/h và dự kiến sẽ tiếp tục suy yếu,by early today winds were around 83 km/h and it was expect to keep weakening
142,remote_dataset/fleurs_vi_en/train/vi/vi_00142.wav,remote_dataset/fleurs_vi_en/train/en/en_00142.wav,9.48,11.40,vào thứ tư tuần này hiệp hội bóng rổ quốc gia hoa kỳnba đã tạm hoãn mùa giải bóng rổ chuyên nghiệp do lo ngại về covid-19,on wednesday the united states' national basketball association nba suspended its professional basketball season due to concerns regarding covid-19
143,remote_dataset/fleurs_vi_en/train/vi/vi_00143.wav,remote_dataset/fleurs_vi_en/train/en/en_00143.wav,7.14,7.14,quyết định của nba được đưa ra sau khi một cầu thủ của utah jazz được xét nghiệm dương tính vi-rút covid-19,the nba's decision followed a utah jazz player testing positive for the covid-19 virus
144,remote_dataset/fleurs_vi_en/train/vi/vi_00144.wav,remote_dataset/fleurs_vi_en/train/en/en_00144.wav,9.24,8.22,dựa trên hóa thạch này sự phân hóa có thể đã diễn ra sớm hơn nhiều so với dự đoán thông qua bằng chứng phân tử,based on this fossil that means the split is much earlier than has been anticipated by the molecular evidence
145,remote_dataset/fleurs_vi_en/train/vi/vi_00145.wav,remote_dataset/fleurs_vi_en/train/en/en_00145.wav,15.54,10.62,điều này có nghĩa là mọi thứ phải được đưa trở lại nhà nghiên cứu thuộc rift valley research service tại ethiopia và một đồng tác giả của nghiên cứu berhane asfaw cho biết,that means everything has to be put back said researcher at the rift valley research service in ethiopia and a co-author of the study berhane asfaw
146,remote_dataset/fleurs_vi_en/train/vi/vi_00146.wav,remote_dataset/fleurs_vi_en/train/en/en_00146.wav,9.48,9.66,đến nay aol đã có thể vận hành và phát triển thị trường im theo tốc độ của riêng mình nhờ được sử dụng rộng rãi ở hoa kỳ,until now aol has been able to move and develop the im market at its own pace due to its widespread use within the united states
147,remote_dataset/fleurs_vi_en/train/vi/vi_00147.wav,remote_dataset/fleurs_vi_en/train/en/en_00147.wav,6.60,5.10,với bối cảnh hiện tại sự tự do như thế này có thể sẽ kết thúc,with this arrangement in place this freedom might end
148,remote_dataset/fleurs_vi_en/train/vi/vi_00148.wav,remote_dataset/fleurs_vi_en/train/en/en_00148.wav,9.00,7.06,số người dùng dịch vụ yahoo và microsoft cộng lại mới cạnh tranh được với số lượng khách hàng của aol,the number of users of the yahoo and microsoft services combined will rival the number of aol's customers
149,remote_dataset/fleurs_vi_en/train/vi/vi_00149.wav,remote_dataset/fleurs_vi_en/train/en/en_00149.wav,13.08,12.84,ngân hàng northern rock đã được quốc hữu hóa vào năm 2008 sau khi có tin tiết lộ rằng công ty đã nhận được hỗ trợ khẩn cấp từ chính phủ vương quốc anh,the northern rock bank had been nationalised in 2008 following the revelation that the company had received emergency support from the uk government
150,remote_dataset/fleurs_vi_en/train/vi/vi_00150.wav,remote_dataset/fleurs_vi_en/train/en/en_00150.wav,10.86,7.32,northern rock đã yêu cầu trợ giúp vì bị ảnh hưởng bởi cuộc khủng hoảng cầm cố dưới chuẩn năm 2007,northern rock had required support due to its exposure during the subprime mortgage crisis in 2007
151,remote_dataset/fleurs_vi_en/train/vi/vi_00151.wav,remote_dataset/fleurs_vi_en/train/en/en_00151.wav,12.18,7.50,tập đoàn virgin của ngài richard branson đã bị từ chối một bản đấu giá cho ngân hàng trước khi ngân hàng bị quốc hữu hóa,sir richard branson's virgin group had a bid for the bank rejected prior to the bank's nationalisation
152,remote_dataset/fleurs_vi_en/train/vi/vi_00152.wav,remote_dataset/fleurs_vi_en/train/en/en_00152.wav,14.40,10.92,trong năm 2010 khi được quốc hữu hóa ngân hàng thương mại northern rock plc đã được tách ra khỏi ‘ngân hàng xấu’ công ty quản lý tài sản northern rock,in 2010 while nationalised the current high street bank northern rock plc was split from the ‘bad bank’ northern rock asset management
153,remote_dataset/fleurs_vi_en/train/vi/vi_00153.wav,remote_dataset/fleurs_vi_en/train/en/en_00153.wav,7.38,7.32,virgin chỉ mua ngân hàng tốt' của northern rock chứ không mua công ty quản lý tài sản,virgin have only purchased the good bank' of northern rock not the asset management company
154,remote_dataset/fleurs_vi_en/train/vi/vi_00154.wav,remote_dataset/fleurs_vi_en/train/en/en_00154.wav,11.28,11.64,người ta tin rằng đây là lần thứ năm trong lịch sử con người đã quan sát thấy thứ mà đã được hóa học xác nhận là vật chất từ sao hỏa rơi xuống trái đất,this is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to earth
155,remote_dataset/fleurs_vi_en/train/vi/vi_00155.wav,remote_dataset/fleurs_vi_en/train/en/en_00155.wav,6.60,9.66,trong số khoảng 24.000 thiên thạch đã biết rơi xuống trái đất chỉ có khoảng 34 thiên thạch được xác minh là có nguồn gốc sao hỏa,"out of the approximately 24,000 known meteorites to have fallen to earth only about 34 have been verified to be martian in origin"
156,remote_dataset/fleurs_vi_en/train/vi/vi_00156.wav,remote_dataset/fleurs_vi_en/train/en/en_00156.wav,6.06,5.22,mười lăm tảng đá trong số này được cho là đến từ trận mưa thiên thạch vào tháng 7 năm ngoái,fifteen of these rocks are attributed to the meteorite shower last july
157,remote_dataset/fleurs_vi_en/train/vi/vi_00157.wav,remote_dataset/fleurs_vi_en/train/en/en_00157.wav,12.18,13.38,một số hòn đá vốn rất hiếm trên trái đất đang được bán với giá từ 11.000 đến 22.500 usd mỗi ounce tức là gấp khoảng mười lần giá trị của vàng,"some of the rocks which are very rare on earth are being sold from us$11,000 to $22,500 per ounce which is about ten times more than the cost of gold"
158,remote_dataset/fleurs_vi_en/train/vi/vi_00158.wav,remote_dataset/fleurs_vi_en/train/en/en_00158.wav,8.76,10.56,sau cuộc đua keselowski vẫn là người dẫn đầu giải đua xe với 2.250 điểm,"following the race keselowski remains the drivers' championship leader with 2,250 points"
159,remote_dataset/fleurs_vi_en/train/vi/vi_00159.wav,remote_dataset/fleurs_vi_en/train/en/en_00159.wav,5.64,6.30,kém bảy điểm johnson xếp thứ hai với 2.243 điểm,"seven points behind johnson is second with 2,243"
160,remote_dataset/fleurs_vi_en/train/vi/vi_00160.wav,remote_dataset/fleurs_vi_en/train/en/en_00160.wav,17.34,13.56,xếp thứ ba hamlin kém hai mươi điểm nhưng hơn bowyer năm điểm kahne và truex jr lần lượt xếp thứ năm và sáu với 2.220 và 2.207 điểm,"in third hamlin is twenty points behind but five ahead of bowyer kahne and truex jr are fifth and sixth respectively with 2,220 and 2,207 points"
161,remote_dataset/fleurs_vi_en/train/vi/vi_00161.wav,remote_dataset/fleurs_vi_en/train/en/en_00161.wav,11.76,9.36,stewart gordon kenseth và harvick lọt vào vị trí top mười tại giải vô địch đua xe khi mùa giải còn bốn chặng đua là kết thúc,stewart gordon kenseth and harvick round out the top-ten positions for the drivers' championship with four races remaining in the season
162,remote_dataset/fleurs_vi_en/train/vi/vi_00162.wav,remote_dataset/fleurs_vi_en/train/en/en_00162.wav,5.34,6.12,hải quân mỹ cũng nói rằng họ đang điều tra sự việc này,the us navy also said they were investigating the incident
163,remote_dataset/fleurs_vi_en/train/vi/vi_00163.wav,remote_dataset/fleurs_vi_en/train/en/en_00163.wav,9.72,10.62,họ cũng cho biết trong một tuyên bố hiện thuỷ thủ đoàn đang nỗ lực tìm ra phương pháp hiệu quả nhất để giải phóng con tàu một cách an toàn,they also said in a statement the crew is currently working to determine the best method of safely extracting the ship
164,remote_dataset/fleurs_vi_en/train/vi/vi_00164.wav,remote_dataset/fleurs_vi_en/train/en/en_00164.wav,9.90,8.10,tàu rà mìn loại avenger đang di chuyển đến puerto princesa ở palawan,an avenger class mine countermeasures ship the ship was on its way to puerto princesa in palawan
165,remote_dataset/fleurs_vi_en/train/vi/vi_00165.wav,remote_dataset/fleurs_vi_en/train/en/en_00165.wav,9.36,7.44,chiếc tàu được biên chế cho hạm đội 7 của hải quân hoa kỳ và đóng ở sasebo nagasaki nhật bản,it is assigned to the u.s. navy's seventh fleet and based in sasebo nagasaki in japan
166,remote_dataset/fleurs_vi_en/train/vi/vi_00166.wav,remote_dataset/fleurs_vi_en/train/en/en_00166.wav,23.64,20.76,những kẻ khủng bố mumbai xuất hiện trên thuyền vào ngày 26 tháng 11 năm 2008 mang theo lựu đạn súng tự động và đã tấn công vào nhiều mục tiêu gồm cả đám đông ở ga xe điện chhatrapati shivaji terminus và khách sạn taj mahal nổi tiếng,the mumbai attackers arrived via boat on novemeber 26 2008 bringing with them grenades automatic weapons and hit multiple targets including the crowded chhatrapati shivaji terminus railway station and the famous taj mahal hotel
167,remote_dataset/fleurs_vi_en/train/vi/vi_00167.wav,remote_dataset/fleurs_vi_en/train/en/en_00167.wav,11.16,13.26,hoạt động trinh sát và thu thập thông tin của david headley đã giúp 10 tay súng thuộc nhóm dân quân laskhar-e-taiba người pakistan tiến hành chiến dịch,david headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the pakistani militant group laskhar-e-taiba
168,remote_dataset/fleurs_vi_en/train/vi/vi_00168.wav,remote_dataset/fleurs_vi_en/train/en/en_00168.wav,5.34,6.48,vụ tấn công đã gây ra căng thẳng lớn trong mối quan hệ giữa ấn độ và pakistan,the attack put a huge strain on relations between india and pakistan
169,remote_dataset/fleurs_vi_en/train/vi/vi_00169.wav,remote_dataset/fleurs_vi_en/train/en/en_00169.wav,9.30,8.94,được hộ tống bởi các công chức ông ta cam đoan với các công dân texas rằng các bước đang được thực hiện để bảo vệ an ninh công cộng,accompanied by those officials he assured texas citizens that steps were being taken to protect the public's safety
170,remote_dataset/fleurs_vi_en/train/vi/vi_00170.wav,remote_dataset/fleurs_vi_en/train/en/en_00170.wav,11.58,8.10,perry đặc biệt nói rất ít nơi khác trên thế giới có trang bị tốt hơn để đối phó với thách thức đặt ra trong tình huống này,perry specifically said there are few places in the world better equipped to meet the challenge that is posed in this case
171,remote_dataset/fleurs_vi_en/train/vi/vi_00171.wav,remote_dataset/fleurs_vi_en/train/en/en_00171.wav,9.12,11.22,thống đốc cũng tuyên bố hôm nay chúng tôi tìm hiểu được rằng một số trẻ em độ tuổi đi học được xác nhận là có tiếp xúc với bệnh nhân,the governor also stated today we learned that some school aged children have been identified as having had contact with the patient
172,remote_dataset/fleurs_vi_en/train/vi/vi_00172.wav,remote_dataset/fleurs_vi_en/train/en/en_00172.wav,9.36,8.70,ông nói tiếp ca nhiễm này rất nghiêm trọng hãy yên tâm rằng hệ thống của chúng ta đang hoạt động tốt như bình thường,he went on to say this case is serious rest assured that our system is working as well as it should
173,remote_dataset/fleurs_vi_en/train/vi/vi_00173.wav,remote_dataset/fleurs_vi_en/train/en/en_00173.wav,12.18,5.82,nếu được xác nhận khám phá này sẽ hoàn tất quá trình 8 năm tìm kiếm chiến hạm musashi của allen,if confirmed the find completes allen's eight-year search for the musashi
174,remote_dataset/fleurs_vi_en/train/vi/vi_00174.wav,remote_dataset/fleurs_vi_en/train/en/en_00174.wav,8.76,5.64,sau khi lập bản đồ đáy biển xác tàu đã được rô bốt ngầm điều khiển từ xa tìm thấy,following seabed mapping the wreck was found using an rov
175,remote_dataset/fleurs_vi_en/train/vi/vi_00175.wav,remote_dataset/fleurs_vi_en/train/en/en_00175.wav,13.86,16.56,allen một trong những người giàu nhất thế giới được biết là đã đầu tư rất nhiều tiền của vào thám hiểm đại dương và bắt đầu truy tìm ra tàu musashi từng gây chú ý trong suốt thời gian chiến tranh,one of the world's richest people allen has reportedly invested much of his wealth in marine exploration and began his quest to find the musashi out of a lifelong interest in the war
176,remote_dataset/fleurs_vi_en/train/vi/vi_00176.wav,remote_dataset/fleurs_vi_en/train/en/en_00176.wav,10.62,7.38,bà nhận được nhiều lời khen ngợi quan trọng trong thời gian ở atlanta và trở nên nổi tiếng về đường lối giáo dục cách tân trong môi trường đô thị,she gained critical acclaim during her time in atlanta and was recognized for innovative urban education
177,remote_dataset/fleurs_vi_en/train/vi/vi_00177.wav,remote_dataset/fleurs_vi_en/train/en/en_00177.wav,4.74,6.84,năm 2009 bà được trao danh hiệu giám thị quốc gia của năm,in 2009 she was awarded the title of national superintendent of the year
178,remote_dataset/fleurs_vi_en/train/vi/vi_00178.wav,remote_dataset/fleurs_vi_en/train/en/en_00178.wav,10.08,9.36,tại thời điểm trao giải các trường học ở atlanta đã cho thấy sự cải thiện đáng kể về điểm thi,at the time of the award atlanta schools had seen a large improvement on test scores
179,remote_dataset/fleurs_vi_en/train/vi/vi_00179.wav,remote_dataset/fleurs_vi_en/train/en/en_00179.wav,13.32,7.44,không lâu sau the atlanta journal-constitution đăng xuất bản một báo cáo chỉ ra các vấn đề với kết quả xét nghiệm,shortly after the atlanta journal-constitution published a report showing problems with test results
180,remote_dataset/fleurs_vi_en/train/vi/vi_00180.wav,remote_dataset/fleurs_vi_en/train/en/en_00180.wav,8.40,10.02,báo cáo cho thấy điểm kiểm tra đã tăng một cách đáng ngờ và cáo buộc nội bộ nhà trường đã phát hiện ra vấn đề nhưng không hành động gì cả,the report showed test scores had increased implausibly fast and alleged the school internally detected problems but didn't act on the findings
181,remote_dataset/fleurs_vi_en/train/vi/vi_00181.wav,remote_dataset/fleurs_vi_en/train/en/en_00181.wav,12.72,10.08,bằng chứng sau đó cho thấy các bài thi đã bị sửa đổi và hall cùng với 34 viên chức giáo dục khác đã bị truy tố vào năm 2013,evidence thereafter indicated test papers were tampered with hall along with 34 other education officials was indicted in 2013
182,remote_dataset/fleurs_vi_en/train/vi/vi_00182.wav,remote_dataset/fleurs_vi_en/train/en/en_00182.wav,8.88,7.02,chính quyền ireland đang nhấn mạnh sự khẩn cấp của việc nghị viện thông qua một đạo luật giúp giải quyết tình huống này,the irish government is stressing the urgency of parliamentary legislation to rectify the situation
183,remote_dataset/fleurs_vi_en/train/vi/vi_00183.wav,remote_dataset/fleurs_vi_en/train/en/en_00183.wav,14.16,11.40,một phát ngôn viên của chính phủ cho biết đứng từ quan điểm sức khỏe cộng đồng và tư pháp hình sự điều quan trọng hiện nay là luật pháp phải được ban hành càng sớm càng tốt,it is now important from both a public health and criminal justice perspective that the legislation be enacted as soon as possible said a government spokesperson
184,remote_dataset/fleurs_vi_en/train/vi/vi_00184.wav,remote_dataset/fleurs_vi_en/train/en/en_00184.wav,12.72,15.72,bộ trưởng y tế bày tỏ lo ngại cả về sức khỏe của các cá nhân lợi dụng tình trạng hợp pháp tạm thời của các chất bất hợp phát liên quan và về các bản án đã tuyên liên quan đến ma túy khi các thay đổi trái hiến pháp có hiệu lực,the health minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved and for drug-related convictions handed down since the now-unconstitutional changes came into effect
185,remote_dataset/fleurs_vi_en/train/vi/vi_00185.wav,remote_dataset/fleurs_vi_en/train/en/en_00185.wav,12.84,16.08,jarque đang tập luyện trong thời gian huấn luyện đầu mùa tại coverciano tại ý lúc đầu ngày anh ấy đang ở tại khách sạn của đội trước trận đấu theo kế hoạch diễn ra vào chủ nhật với bolonia,jarque was practicing during pre-season training at coverciano in italy earlier in the day he was staying in the team hotel ahead of a match planned for sunday against bolonia
186,remote_dataset/fleurs_vi_en/train/vi/vi_00186.wav,remote_dataset/fleurs_vi_en/train/en/en_00186.wav,7.80,6.30,anh ở trong khách sạn của đội trước trận đấu với bolonia dự kiến diễn ra vào chủ nhật,he was staying in the team hotel ahead of a match planned for sunday against bolonia
187,remote_dataset/fleurs_vi_en/train/vi/vi_00187.wav,remote_dataset/fleurs_vi_en/train/en/en_00187.wav,9.24,7.56,chiếc xe buýt hướng tới six flags st louis ở missouri để ban nhạc biểu diễn trước đám đông khán giả đã mua cháy vé,the bus was headed to six flags st louis in missouri for the band to play to a sold-out crowd
188,remote_dataset/fleurs_vi_en/train/vi/vi_00188.wav,remote_dataset/fleurs_vi_en/train/en/en_00188.wav,11.46,10.98,theo lời các nhân chứng vào lúc 1 giờ 15 phút sáng thứ bảy chiếc xe buýt đang đi trong lúc đèn xanh thì gặp chiếc xe hơi rẽ ngang trước mặt,at 1:15 a.m. saturday according to witnesses the bus was going through a green light when the car made a turn in front of it
189,remote_dataset/fleurs_vi_en/train/vi/vi_00189.wav,remote_dataset/fleurs_vi_en/train/en/en_00189.wav,8.46,10.20,từ ngày 9 tháng tám tâm bão morakot cách tỉnh phúc kiến của trung quốc khoảng bảy mươi cây số,as of the night of august 9 the eye of morakot was about seventy kilometres away from the chinese province of fujian
190,remote_dataset/fleurs_vi_en/train/vi/vi_00190.wav,remote_dataset/fleurs_vi_en/train/en/en_00190.wav,6.00,6.42,cơn bão được ước tính đang di chuyển về phía trung quốc với vận tốc 11 km/giờ,the typhoon is estimated to be moving toward china at eleven kph
191,remote_dataset/fleurs_vi_en/train/vi/vi_00191.wav,remote_dataset/fleurs_vi_en/train/en/en_00191.wav,6.36,5.82,hành khách đã được phân phát nước uống khi họ chờ dưới cái nóng 90 độ f,passengers were given water as they waited in 90f-degree heat
192,remote_dataset/fleurs_vi_en/train/vi/vi_00192.wav,remote_dataset/fleurs_vi_en/train/en/en_00192.wav,11.88,8.64,đội trưởng cứu hỏa scott kouns cho biết đó là một ngày nóng bức ở santa clara khi nhiệt độ lên tới khoảng 90 độ f,fire captain scott kouns said it was a hot day in the santa clara with temperatures in the 90s
193,remote_dataset/fleurs_vi_en/train/vi/vi_00193.wav,remote_dataset/fleurs_vi_en/train/en/en_00193.wav,12.96,10.62,nói một cách giảm nhẹ thì mắc kẹt bao lâu trên trò chơi tàu lượn siêu tốc cũng đều không thoải mái và cần ít nhất một tiếng đồng hồ để đưa người đầu tiên khỏi trò chơi,any length of time trapped on a roller coaster would be uncomfortable to say the least and it took at least an hour to get the first person off the ride
194,remote_dataset/fleurs_vi_en/train/vi/vi_00194.wav,remote_dataset/fleurs_vi_en/train/en/en_00194.wav,10.26,9.24,schumacher người đã nghỉ hưu năm 2006 sau bảy lần vô địch giải đua công thức 1 được sắp xếp để thay thế felipe massa bị thương,schumacher who retired in 2006 after winning the formula 1 championship seven times was due to replace the injured felipe massa
195,remote_dataset/fleurs_vi_en/train/vi/vi_00195.wav,remote_dataset/fleurs_vi_en/train/en/en_00195.wav,10.50,8.04,tay đua người brazil bị một vết thương nặng ở đầu sau khi bị tai nạn trong giải đua grand prix hungaria năm 2009,the brazilian suffered a serious head injury after a crash during the 2009 hungarian grand prix
196,remote_dataset/fleurs_vi_en/train/vi/vi_00196.wav,remote_dataset/fleurs_vi_en/train/en/en_00196.wav,7.56,6.36,massa phải ngồi ngoài ít nhất là hết mùa giải 2009,massa is due to be out for at least the rest of the 2009 season
197,remote_dataset/fleurs_vi_en/train/vi/vi_00197.wav,remote_dataset/fleurs_vi_en/train/en/en_00197.wav,7.86,9.00,arias được xét nghiệm dương tính nhẹ một loại vi-rút bộ trưởng chủ tịch rodrigo arias nói,arias tested positive for a mild case of the virus presidential minister rodrigo arias said
